time,VMDR,VTZA,VTPK,VZMX,VHM0
2022-02-01T14:05:01Z,114.59,4.63,8.56,1.56,0.97
2022-02-01T15:05:01Z,125.21,4.22,7.82,1.22,0.9
2022-02-01T16:05:01Z,121.44,4.72,9.14,1.2,0.83
2022-02-01T17:05:01Z,124.87,4.32,9.07,1.13,0.79
2022-02-01T18:05:01Z,139.68,4.93,9.25,1.28,0.92
2022-02-01T19:05:01Z,133.66,4.71,8.69,1.2,0.87
2022-02-01T20:05:01Z,132.81,5.25,9.62,1.4,0.93
2022-02-01T21:05:01Z,152.57,4.78,9.67,1.27,0.95
2022-02-01T22:05:01Z,157.59,4.76,8.44,1.23,0.98
2022-02-01T23:05:01Z,166.99,4.86,5.21,1.23,0.94
2022-02-02T00:05:01Z,160.42,4.3,8.38,1.25,0.9
2022-02-02T01:05:01Z,143.9,4.84,8.05,1.21,0.84
2022-02-02T02:05:01Z,149.22,4.55,9.15,1.2,0.88
2022-02-02T03:05:01Z,165.74,4.49,5.03,1.15,0.86
2022-02-02T04:05:01Z,152.24,4.66,8.47,1.32,0.85
2022-02-02T05:05:01Z,164.51,4.23,4.63,1.4,0.86
2022-02-02T06:05:01Z,173.27,4.43,4.78,1.21,0.8
2022-02-02T07:05:01Z,159.88,4.19,9.52,1.1,0.78
2022-02-02T08:05:01Z,163.87,4.3,4.04,1.12,0.73
2022-02-02T11:05:01Z,137.58,4.47,7.19,0.85,0.63
2022-02-02T12:05:01Z,143.34,4.31,7.77,0.94,0.61
2022-02-02T13:05:01Z,142.45,4.15,8.45,0.8,0.61
2022-02-02T14:05:01Z,132.92,3.87,7.27,0.83,0.61
2022-02-02T15:05:01Z,136.49,4.48,8.41,0.92,0.58
2022-02-02T16:05:01Z,136.01,4.25,7.15,0.99,0.58
2022-02-02T17:05:01Z,119.32,4.02,6.93,0.85,0.59
2022-02-02T18:05:01Z,121.71,3.45,6.65,1.04,0.58
2022-02-02T19:05:01Z,116.62,4.3,6.5,0.89,0.62
2022-02-02T20:05:01Z,115.1,4.55,6.26,0.96,0.57
2022-02-02T21:05:01Z,115.48,5.06,6.06,0.95,0.68
2022-02-02T22:05:01Z,117.8,4.9,7.17,0.88,0.63
2022-02-02T23:05:01Z,108.15,5.25,7.12,0.88,0.71
2022-02-03T00:05:01Z,116.31,5,6.51,0.96,0.6
2022-02-03T01:05:01Z,118.27,4.7,5.53,0.83,0.56
2022-02-03T02:05:01Z,112.29,3.87,5.51,0.79,0.57
2022-02-03T03:05:01Z,115.68,4.79,6.24,0.79,0.54
2022-02-03T04:05:01Z,112.61,4.36,5.05,0.7,0.51
2022-02-03T05:05:01Z,114.81,4.58,5.57,0.83,0.53
2022-02-03T06:05:01Z,114.29,4.08,5.44,0.84,0.57
2022-02-03T07:05:01Z,113.46,4.27,4.93,0.75,0.51
2022-02-03T08:05:01Z,117.15,4.03,5.61,0.77,0.52
2022-02-03T17:05:01Z,134.08,3.62,6.17,0.95,0.62
2022-02-03T18:05:01Z,139.36,3.41,5.47,0.83,0.57
2022-02-03T19:05:01Z,133.63,3.39,5.25,0.75,0.54
2022-02-03T20:05:01Z,138.79,3.74,5.68,0.97,0.58
2022-02-03T21:05:01Z,132.53,3.19,3.79,0.83,0.54
2022-02-03T22:05:01Z,128.15,3.9,5.46,0.71,0.5
2022-02-03T23:05:01Z,134.23,3.99,6.21,0.68,0.53
2022-02-04T00:05:01Z,137.55,4.32,4.77,0.92,0.55
2022-02-04T01:05:01Z,140.15,3.72,4.95,0.72,0.53
2022-02-04T02:05:01Z,137.21,3.26,3.31,0.84,0.56
2022-02-04T03:05:01Z,135.99,3.29,4.53,0.62,0.49
2022-02-04T04:05:01Z,131.35,3.53,4.65,0.81,0.56
2022-02-04T05:05:01Z,125.96,3.38,3.18,0.65,0.48
2022-02-04T06:05:01Z,129.43,3.25,4.72,0.64,0.43
2022-02-04T07:05:01Z,131.78,2.91,4.38,0.7,0.43
2022-02-04T08:05:01Z,124.07,3.35,7.88,0.56,0.38
2022-02-04T09:05:01Z,124.28,3.02,4.43,0.51,0.39
2022-02-04T10:05:01Z,136.67,3.34,4.4,0.61,0.44
2022-02-04T11:05:01Z,140.62,3.33,4.35,0.6,0.42
2022-02-04T12:05:01Z,144.85,3.76,4.84,0.59,0.43
2022-02-04T13:05:01Z,160.31,3.86,4.92,0.64,0.44
2022-02-04T16:05:02Z,146.99,3.38,4.81,0.53,0.39
2022-02-04T17:05:01Z,161.3,2.96,4.35,0.55,0.39
2022-02-04T18:05:01Z,150.52,2.72,4.33,0.58,0.44
2022-02-04T19:05:01Z,143.27,2.82,4.58,0.69,0.47
2022-02-04T20:05:01Z,133.38,2.93,4.3,0.63,0.46
2022-02-04T21:05:01Z,138.63,2.81,4.46,0.64,0.44
2022-02-04T22:05:01Z,132.81,2.61,3.98,0.56,0.4
2022-02-04T23:05:01Z,144.72,2.39,4.12,0.62,0.37
2022-02-05T00:05:01Z,137.77,2.57,4.39,0.57,0.36
2022-02-05T01:05:01Z,124.75,2.98,4.47,0.49,0.34
2022-02-05T02:05:02Z,117.21,2.68,4.37,0.46,0.32
2022-02-05T03:05:01Z,138.25,2.94,3.85,0.44,0.29
2022-02-05T04:05:01Z,124.77,3.14,4.71,0.43,0.31
2022-02-05T05:05:01Z,132.98,3.09,5.26,0.43,0.31
2022-02-05T06:05:01Z,146.43,2.9,4.81,0.53,0.34
2022-02-05T07:05:01Z,139.42,3.34,4.98,0.45,0.33
2022-02-05T08:05:01Z,144.82,3.1,5.18,0.46,0.33
2022-02-05T16:05:01Z,130.71,2.88,4.69,0.42,0.25
2022-02-05T17:05:01Z,128.89,2.72,5.1,0.35,0.24
2022-02-05T18:05:01Z,121.25,2.71,5.07,0.4,0.23
2022-02-05T19:05:02Z,120.96,2.87,5.18,0.32,0.23
2022-02-05T20:05:01Z,114.67,3.1,5.16,0.33,0.24
2022-02-05T21:05:01Z,122.07,2.8,4.98,0.32,0.25
2022-02-05T22:05:01Z,120.34,2.43,4.54,0.43,0.28
2022-02-05T23:05:01Z,115.62,2.43,2.64,0.5,0.3
2022-02-06T00:05:01Z,125.09,2.42,2.93,0.56,0.35
2022-02-06T01:05:01Z,124.54,2.41,2.92,0.42,0.3
2022-02-06T02:05:01Z,111.55,2.26,3.01,0.54,0.33
2022-02-06T03:05:01Z,117.47,2.29,3.2,0.55,0.35
2022-02-06T04:05:01Z,123.9,2.51,6.74,0.61,0.38
2022-02-06T05:05:02Z,116.13,2.4,5.67,0.56,0.41
2022-02-06T06:05:01Z,119.12,2.45,5.58,0.72,0.44
2022-02-06T07:05:02Z,110.94,2.83,5.7,0.63,0.44
2022-02-06T08:05:01Z,113.59,2.69,5.52,0.76,0.51
2022-02-06T09:05:01Z,117.96,2.51,4.24,0.67,0.49
2022-02-06T10:05:01Z,110.45,2.58,4.67,0.65,0.45
2022-02-06T11:05:01Z,111.49,3.09,4.3,0.57,0.4
2022-02-06T12:05:01Z,117.98,3.44,6.26,0.53,0.39
2022-02-06T13:05:01Z,105.34,3.08,6.23,0.59,0.42
2022-02-06T14:05:01Z,108.86,2.79,5.19,0.65,0.46
2022-02-06T15:05:01Z,113.11,2.6,2.88,0.71,0.53
2022-02-06T16:05:01Z,113.65,2.78,6.86,0.7,0.56
2022-02-06T17:05:01Z,130.22,2.93,3.63,0.95,0.6
2022-02-06T18:05:01Z,126.98,3.12,7.18,0.76,0.57
2022-02-06T19:05:01Z,118.83,2.92,7.19,0.72,0.46
2022-02-06T20:05:01Z,122.57,3.15,6.77,0.58,0.44
2022-02-06T21:05:01Z,119.25,3.49,6.92,0.62,0.42
2022-02-06T22:05:01Z,115.62,3.43,5.35,0.61,0.39
2022-02-06T23:05:01Z,117.56,3.49,6.67,0.57,0.38
2022-02-07T01:05:01Z,119.93,3.2,6.8,0.45,0.36
2022-02-07T02:05:01Z,119.72,3.16,5.69,0.62,0.36
2022-02-07T03:05:01Z,128.95,3.37,4.18,0.48,0.36
2022-02-07T04:05:01Z,139.01,3.37,6.4,0.5,0.37
2022-02-07T05:05:02Z,144.63,3.57,4.19,0.49,0.35
2022-02-07T06:05:01Z,135.52,3.53,5.41,0.62,0.39
2022-02-07T07:05:01Z,138.25,2.91,4.35,0.48,0.35
2022-02-07T08:05:01Z,124.67,2.88,5.21,0.43,0.35
2022-02-07T09:05:01Z,129.06,3.41,4.79,0.52,0.35
2022-02-07T10:05:01Z,159.46,3.47,4.74,0.52,0.36
2022-02-07T11:05:01Z,166.22,3.37,3.98,0.5,0.37
2022-02-07T12:05:01Z,162.48,3.21,4.17,0.45,0.36
2022-02-07T13:05:01Z,186.93,3.32,4.09,0.64,0.43
2022-02-07T14:05:02Z,166.52,3.4,4.24,0.52,0.39
2022-02-07T15:05:01Z,142,3.06,4.05,0.49,0.37
2022-02-07T16:05:01Z,144.5,3.3,4.99,0.51,0.34
2022-02-07T17:05:01Z,150.63,2.78,5.16,0.47,0.34
2022-02-07T18:05:01Z,146.2,3.07,4.75,0.48,0.33
2022-02-07T19:05:01Z,126.91,3.44,5.01,0.44,0.28
2022-02-07T20:05:01Z,128.2,3.38,4.84,0.42,0.32
2022-02-07T21:05:01Z,120.71,3.32,4.92,0.48,0.34
2022-02-07T22:05:01Z,136.34,3.05,7.34,0.55,0.32
2022-02-07T23:05:01Z,137.44,3.18,6.24,0.44,0.32
2022-02-08T00:05:01Z,122.05,3.04,5.85,0.52,0.34
2022-02-08T01:05:01Z,112.86,3.34,6.37,0.52,0.38
2022-02-08T02:05:01Z,107.6,4.01,7.1,0.55,0.39
2022-02-08T03:05:01Z,109.01,3.15,5.39,0.61,0.43
2022-02-08T04:05:01Z,99.12,3.35,7.39,0.82,0.53
2022-02-08T05:05:01Z,100.97,3.48,6.32,0.92,0.54
2022-02-08T06:05:01Z,99.34,4.1,8.07,1.16,0.67
2022-02-08T07:05:01Z,97.86,3.77,6.32,1.22,0.69
2022-02-08T08:05:01Z,98.64,3.78,6.14,1.19,0.71
2022-02-08T10:05:01Z,99.64,4.51,6.75,1.41,0.94
2022-02-08T11:05:01Z,95.63,4.99,6.34,1.32,0.92
2022-02-08T12:05:01Z,103.87,4.59,7.35,1.29,0.93
2022-02-08T13:05:01Z,102.98,4.71,7.53,1.25,0.94
2022-02-08T14:05:01Z,106.05,4.2,7.13,1.19,0.83
2022-02-08T15:05:01Z,102.52,4.31,7.61,1.16,0.87
2022-02-08T16:05:01Z,104.45,4.64,7.24,1.26,0.93
2022-02-08T17:05:01Z,104.76,4.22,6.38,1.2,0.89
2022-02-08T18:05:01Z,111.03,4.54,6.89,1.07,0.81
2022-02-08T19:05:01Z,107.95,4.41,6.36,1.24,0.73
2022-02-08T20:05:01Z,113.32,4.15,7.28,1.17,0.74
2022-02-08T21:05:01Z,111.05,4.11,6.52,1.09,0.74
2022-02-08T22:05:01Z,121.43,3.6,4.99,0.77,0.56
2022-02-08T23:05:01Z,114.9,4,5.86,1.04,0.61
2022-02-09T00:05:01Z,118.29,4.08,6.74,0.83,0.57
2022-02-09T01:05:01Z,121.34,4.16,6.81,0.79,0.55
2022-02-09T02:05:01Z,116.73,3.91,6.93,0.82,0.54
2022-02-09T03:05:01Z,121.05,4.01,6.37,0.9,0.49
2022-02-09T04:05:01Z,115.66,4.44,6.22,0.76,0.51
2022-02-09T05:05:01Z,115.25,3.9,5.55,0.64,0.51
2022-02-09T06:05:01Z,123.04,4.16,6.21,0.62,0.46
2022-02-09T07:05:01Z,119.68,3.76,6.27,0.72,0.43
2022-02-09T08:05:01Z,115.25,4.15,5.85,0.64,0.46
2022-02-09T09:05:01Z,119.39,3.56,5.97,0.58,0.41
2022-02-09T10:05:01Z,124.52,3.83,6.01,0.52,0.39
2022-02-09T11:05:01Z,114.4,4.32,5.62,0.61,0.37
2022-02-09T12:05:01Z,115.82,3.74,4.12,0.5,0.34
2022-02-09T13:05:01Z,116.42,3.37,5.32,0.5,0.36
2022-02-09T14:05:01Z,121.72,2.9,6.13,0.51,0.37
2022-02-09T15:05:01Z,126.07,2.67,5.8,0.48,0.35
2022-02-09T16:05:02Z,134.09,2.65,5.38,0.46,0.34
2022-02-09T17:05:01Z,121.79,2.76,5.11,0.41,0.33
2022-02-09T18:05:01Z,137.27,2.65,5.55,0.46,0.33
2022-02-09T19:05:02Z,130.22,2.78,5.42,0.55,0.34
2022-02-09T20:05:01Z,134.57,3.21,5.11,0.45,0.32
2022-02-09T21:05:01Z,132.32,3.35,5.44,0.48,0.32
2022-02-09T22:05:01Z,133.43,3.15,5.29,0.52,0.32
2022-02-09T23:05:01Z,127.31,3.72,5.47,0.54,0.35
2022-02-10T00:05:01Z,125.28,3.74,5.09,0.66,0.4
2022-02-10T01:05:01Z,129.52,4.26,5.12,0.59,0.37
2022-02-10T02:05:01Z,130.78,3.72,5.08,0.54,0.37
2022-02-10T03:05:01Z,122.95,4.36,5.12,0.51,0.38
2022-02-10T04:05:01Z,122.56,3.71,5.07,0.5,0.36
2022-02-10T05:05:01Z,123.12,3.73,5.28,0.59,0.38
2022-02-10T06:05:01Z,124.86,3.36,6.13,0.67,0.4
2022-02-10T07:05:01Z,126.32,4.3,5.46,0.51,0.38
2022-02-10T08:05:01Z,131.98,3.82,5.51,0.66,0.44
2022-02-10T09:05:01Z,130.95,3.92,5.89,0.59,0.43
2022-02-10T10:05:01Z,131.26,4.05,6.1,0.77,0.52
2022-02-10T11:05:01Z,130.33,4.42,6.2,0.77,0.51
2022-02-10T12:05:01Z,130.57,4.6,6.12,0.69,0.5
2022-02-10T13:05:01Z,124.12,4.4,5.98,0.74,0.54
2022-02-10T14:05:01Z,122.15,3.83,5.69,0.65,0.51
2022-02-10T15:05:01Z,131.77,4.23,5.85,0.81,0.51
2022-02-10T16:05:01Z,132.29,3.77,5.69,0.8,0.55
2022-02-10T17:05:01Z,125.55,3.99,5.71,0.83,0.51
2022-02-10T18:05:01Z,129.92,3.29,5.7,0.63,0.45
2022-02-10T19:05:01Z,131.06,3.04,5.9,0.68,0.4
2022-02-10T20:05:01Z,122.11,3.44,5.68,0.66,0.41
2022-02-10T21:05:01Z,123.93,3.74,5.99,0.59,0.45
2022-02-10T22:05:01Z,133.28,3.39,6.02,0.52,0.37
2022-02-10T23:05:01Z,123.79,4.41,6.13,0.68,0.42
2022-02-11T00:05:01Z,128.77,4,6.26,0.56,0.39
2022-02-11T01:05:01Z,120.97,3.77,6.01,0.47,0.36
2022-02-11T02:05:01Z,124.24,3.02,5.96,0.48,0.31
2022-02-11T03:05:01Z,115.1,2.88,5.83,0.49,0.35
2022-02-11T04:05:01Z,120.43,3.42,5.77,0.43,0.32
2022-02-11T05:05:01Z,122.89,3.35,5.8,0.52,0.35
2022-02-11T13:05:01Z,130.19,3.75,5.08,0.4,0.23
2022-02-11T14:05:01Z,133.83,3.71,5.26,0.37,0.23
2022-02-11T15:05:01Z,116.17,3.89,5.39,0.34,0.24
2022-02-11T16:05:01Z,133.49,3.55,5.26,0.33,0.21
2022-02-11T17:05:02Z,134.02,3.18,5.33,0.26,0.19
2022-02-11T18:05:01Z,139.6,3.18,5.26,0.28,0.2
2022-02-11T19:05:01Z,135.67,3.52,5.28,0.31,0.19
2022-02-11T20:05:01Z,138.42,3.06,5.17,0.28,0.2
2022-02-11T21:05:01Z,138.03,3.1,4.94,0.33,0.22
2022-02-11T22:05:01Z,134.09,2.45,4.96,0.31,0.23
2022-02-11T23:05:01Z,123.15,3.05,6.26,0.36,0.21
2022-02-12T00:05:01Z,112.95,3.1,5.91,0.41,0.24
2022-02-12T01:05:01Z,102.9,4.31,5.63,0.44,0.27
2022-02-12T02:05:01Z,97.89,3.24,5.57,0.53,0.34
2022-02-12T03:05:01Z,99.85,3.56,5.32,0.58,0.35
2022-02-12T04:05:01Z,103.25,3.44,4.65,0.4,0.28
2022-02-12T05:05:01Z,101.81,3.11,4.89,0.44,0.27
2022-02-12T06:05:01Z,104.13,3.24,4.67,0.4,0.26
2022-02-12T07:05:01Z,107.49,2.76,4.56,0.38,0.27
2022-02-12T08:05:01Z,101.8,3.16,4.61,0.35,0.28
2022-02-12T09:05:01Z,101.55,3.58,6.82,0.53,0.39
2022-02-12T10:05:01Z,91.95,4.38,6.89,0.75,0.53
2022-02-12T11:05:01Z,93.32,5.01,6.53,0.83,0.64
2022-02-12T12:05:01Z,91.1,4.74,6.72,0.95,0.65
2022-02-12T13:05:01Z,96.34,3.85,6.25,1.13,0.64
2022-02-12T14:05:01Z,94.35,3.38,5.7,0.86,0.58
2022-02-12T15:05:01Z,92.28,3.23,5.33,0.98,0.6
2022-02-12T16:05:01Z,95.11,3.12,5.67,1.06,0.68
2022-02-12T17:05:01Z,102.97,2.81,5.62,0.84,0.63
2022-02-12T18:05:01Z,104.61,2.83,5.47,0.99,0.62
2022-02-12T19:05:02Z,109.82,2.96,5.39,0.94,0.62
2022-02-12T20:05:01Z,111.26,3.44,5.25,1.04,0.59
2022-02-12T21:05:01Z,116.92,3.09,5.38,0.77,0.55
2022-02-12T22:05:01Z,132.89,3.03,3.54,0.81,0.57
2022-02-12T23:05:01Z,135.95,3.08,3.92,1.06,0.59
2022-02-13T00:05:01Z,144.19,3.17,4.11,0.72,0.55
2022-02-13T01:05:01Z,149.14,2.87,3.89,0.81,0.54
2022-02-13T02:05:01Z,138.03,3.24,3.57,0.74,0.52
2022-02-13T03:05:02Z,163.75,3.06,3.86,0.69,0.49
2022-02-13T04:05:01Z,157.65,3.09,3.86,0.73,0.51
2022-02-13T05:05:01Z,148.26,3.03,3.65,0.76,0.52
2022-02-13T06:05:01Z,151.83,3.04,3.74,0.91,0.6
2022-02-13T07:05:01Z,142.25,3.2,4.01,0.89,0.65
2022-02-13T08:05:01Z,140.02,3.52,3.97,1.09,0.82
2022-02-13T09:05:01Z,137.36,3.82,6.84,1.27,0.86
2022-02-13T10:05:01Z,150.11,3.34,4.5,1.39,0.87
2022-02-13T11:05:01Z,158.01,3.57,4.21,1.4,0.88
2022-02-13T12:05:01Z,176.15,3.8,4.95,1.57,1.04
2022-02-13T13:05:01Z,182.1,4.22,5.3,1.77,1.15
2022-02-13T14:05:01Z,183.5,4.02,5.68,1.83,1.18
2022-02-13T15:05:01Z,178.23,4.11,5.84,1.75,1.13
2022-02-13T16:05:02Z,176.22,4.45,5.91,1.71,1.21
2022-02-13T17:05:01Z,169.07,4.18,5.61,1.53,1.15
2022-02-13T18:05:01Z,163.83,3.76,5.86,1.6,1.13
2022-02-13T19:05:01Z,174.91,4.21,5.51,1.87,1.24
2022-02-13T20:05:01Z,176.27,4.43,5.7,2.77,1.43
2022-02-13T21:05:01Z,179.8,4.66,5.9,2.13,1.44
2022-02-13T22:05:01Z,179.32,4.01,6.05,2.17,1.35
2022-02-13T23:05:01Z,182.6,4.53,6.49,2.14,1.49
2022-02-14T00:05:01Z,183.05,4.69,5.88,2.18,1.47
2022-02-14T01:05:01Z,179.64,4.23,5.9,2.06,1.44
2022-02-14T02:05:01Z,185.83,5.01,6.59,2.67,1.69
2022-02-14T03:05:01Z,185.12,4.69,6.4,2.53,1.54
2022-02-14T04:05:01Z,179.73,4.93,6.4,3.02,1.6
2022-02-14T05:05:01Z,181.51,5.3,6.79,2.52,1.79
2022-02-14T06:05:01Z,183.25,4.86,6.35,2.66,1.57
2022-02-14T07:05:01Z,182.69,4.69,6.78,2.39,1.53
2022-02-14T08:05:01Z,176.9,4.54,6.76,2.14,1.28
2022-02-14T09:05:01Z,178.8,4.51,6.53,1.81,1.15
2022-02-14T10:05:01Z,180.03,4.99,6.35,2.42,1.4
2022-02-14T16:05:01Z,192.78,3.55,5.91,1.23,0.94
2022-02-14T17:05:01Z,189.45,3.25,5.75,1.35,0.94
2022-02-14T18:05:01Z,191.51,3.65,5.87,1.36,0.98
2022-02-14T19:05:01Z,202.46,3.52,5.78,1.24,1.04
2022-02-14T20:05:01Z,203.22,3.14,5.52,1.31,0.91
2022-02-14T21:05:01Z,193.36,3.45,5.55,1.25,0.82
2022-02-14T22:05:01Z,213.03,3.51,4.02,1.44,0.89
2022-02-14T23:05:01Z,201.72,3.41,5.31,1.24,0.8
2022-02-15T00:05:01Z,191.74,3.38,5.07,1.12,0.73
2022-02-15T01:05:01Z,194.16,3.52,4.25,1.23,0.78
2022-02-15T02:05:01Z,188.81,3.43,4.97,1.01,0.69
2022-02-15T03:05:01Z,192.29,3.37,4.82,0.99,0.65
2022-02-15T04:05:01Z,189.49,3.13,3.94,0.8,0.57
2022-02-15T05:05:01Z,197.42,3.17,4.93,1.01,0.58
2022-02-15T06:05:01Z,201.3,3.51,4.63,0.75,0.57
2022-02-15T07:05:02Z,209.78,3.22,4.53,0.97,0.63
2022-02-15T08:05:01Z,199.03,2.96,4.04,0.77,0.49
2022-02-15T09:05:01Z,189.63,2.95,4.71,0.68,0.45
2022-02-15T10:05:02Z,173.04,3.12,3.54,0.58,0.4
2022-02-15T11:05:01Z,203.71,3.28,4.79,0.76,0.44
2022-02-15T12:05:01Z,200.97,3.38,3.65,0.62,0.45
2022-02-15T13:05:01Z,213.64,2.91,3.99,0.85,0.63
2022-02-15T14:05:01Z,180.18,3.02,3.41,1,0.61
2022-02-15T15:05:01Z,176.64,3.03,3.95,0.74,0.56
2022-02-15T16:05:01Z,186.43,3.04,3.85,0.93,0.6
2022-02-15T17:05:01Z,165.19,3.04,6.94,0.82,0.62
2022-02-15T18:05:01Z,159.65,3.26,6.95,0.94,0.63
2022-02-15T19:05:01Z,150.98,3.23,6.86,0.83,0.63
2022-02-15T20:05:01Z,164.03,3.22,3.42,0.84,0.61
2022-02-15T21:05:01Z,152.12,3.18,6.67,0.78,0.58
2022-02-15T22:05:01Z,153.17,3.32,7.2,0.8,0.59
2022-02-15T23:05:01Z,153.95,3.4,6.98,0.76,0.57
2022-02-16T00:05:01Z,157.57,3.02,7.13,0.72,0.52
2022-02-16T01:05:01Z,154.75,3.94,6.82,0.81,0.61
2022-02-16T02:05:01Z,157.97,3.61,6.97,0.77,0.54
2022-02-16T03:05:01Z,159.31,3.36,6.28,0.66,0.52
2022-02-16T04:05:01Z,163.31,3.2,6.93,0.88,0.64
2022-02-16T05:05:01Z,163.99,3.05,6.66,0.86,0.59
